Title,URL,Publish Date,Mentioned Times,Word Count
Intel sẽ ra mắt CPU Core Ultra 'Meteor Lake' vào tháng 12 tới,/intel-se-ra-mat-cpu-core-ultra-meteor-lake-vao-thang-12-toi-185230920100019216.htm,2023-09-20,1,432
'Thử thách đổi mới sáng tạo Qualcomm Việt Nam 2023' công bố top 3 chiến thắng,/thu-thach-doi-moi-sang-tao-qualcomm-viet-nam-2023-cong-bo-top-3-chien-thang-185230920140645929.htm,2023-09-20,2,552
Ứng dụng AI của Google cảnh báo về những đột biến gien nguy hiểm,/ung-dung-ai-cua-google-canh-bao-ve-nhung-dot-bien-gien-nguy-hiem-185230920084244153.htm,2023-09-20,2,531
"Tư vấn sức khỏe: Công nghệ mới trong tạo phôi, nuôi phôi",/tu-van-suc-khoe-cong-nghe-moi-trong-tao-phoi-nuoi-phoi-185230919143720271.htm,2023-09-20,2,285
'Cô' giám đốc điều hành robot AI đầu tiên trên thế giới có được sa thải người?,/co-giam-doc-dieu-hanh-robot-ai-dau-tien-tren-the-gioi-co-duoc-sa-thai-nguoi-185230916123521605.htm,2023-09-19,1,455
Google không sợ bị tụt hậu trong cuộc đua với OpenAI,/google-khong-so-bi-tut-hau-trong-cuoc-dua-voi-openai-185230915100506403.htm,2023-09-18,2,563
Niềm vui đến trường,/niem-vui-den-truong-185230918020750287.htm,2023-09-18,2,795
Schneider Electric cải tiến các công nghệ AI để chuyển đổi số ngành năng lượng,/schneider-electric-cai-tien-cac-cong-nghe-ai-de-chuyen-doi-so-nganh-nang-luong-185230915153739268.htm,2023-09-15,6,574
Startup công nghệ Việt Trainizi được vinh danh trong giải thưởng về AI,/startup-cong-nghe-viet-trainizi-duoc-vinh-danh-tai-han-quoc-185230915010710976.htm,2023-09-15,3,513
'Hội nghị thượng đỉnh' tìm cách kiểm soát AI,/hoi-nghi-thuong-dinh-tim-cach-kiem-soat-ai-185230914141926488.htm,2023-09-15,2,949
'AI là công nghệ dẫn dắt hoạt động chuyển đổi số',/ai-la-cong-nghe-dan-dat-hoat-dong-chuyen-doi-so-185230914114928476.htm,2023-09-14,6,749
Google kéo dài hợp tác với Nvidia để đẩy mạnh AI,/google-keo-dai-hop-tac-voi-nvidia-de-day-manh-ai-185230912110752568.htm,2023-09-14,3,474
Tỉ phú Elon Musk kêu gọi Mỹ lập 'trọng tài' trí tuệ nhân tạo,/ti-phu-elon-musk-keu-goi-my-lap-trong-tai-tri-tue-nhan-tao-185230914073212228.htm,2023-09-14,5,625
Cách ngăn Meta dùng dữ liệu cá nhân để đào tạo mô hình AI,/cach-ngan-meta-dung-du-lieu-ca-nhan-de-dao-tao-mo-hinh-ai-185230913171812595.htm,2023-09-14,3,613
"AI 'lặng lẽ' định hình lại iPhone, Apple Watch",/ai-lang-le-dinh-hinh-lai-iphone-apple-watch-185230913153517589.htm,2023-09-14,2,672
TS. Lương Minh Thắng: ‘Giáo dục khai phóng sẽ tạo ra đột phá trong lĩnh vực AI',/ts-luong-minh-thang-giao-duc-khai-phong-se-tao-ra-dot-pha-trong-linh-vuc-ai-185230912210233818.htm,2023-12-09,2,334
Coi chừng 'sập bẫy' khi dùng những ứng dụng chỉnh sửa ảnh,/coi-chung-sap-bay-khi-dung-nhung-ung-dung-chinh-sua-anh-185230912130011588.htm,2023-12-09,3,1167
FPT hợp tác toàn diện với LandingAI - Công ty trí tuệ nhân tạo hàng đầu tại Mỹ,/fpt-hop-tac-toan-dien-voi-landingai-cong-ty-tri-tue-nhan-tao-hang-dau-tai-my-185230912080045203.htm,2023-12-09,2,694
Rủi ro trẻ em thành nạn nhân của AI khi cha mẹ đăng hình lên mạng,/rui-ro-tre-em-thanh-nan-nhan-cua-ai-khi-cha-me-dang-hinh-len-mang-185230911090311966.htm,2023-12-09,3,927
Thầy giáo 9X Nguyễn Thái Dương hướng dẫn học sinh vẽ tranh bằng công nghệ AI,/thay-giao-9x-nguyen-thai-duong-huong-dan-hoc-sinh-ve-tranh-bang-cong-nghe-ai-185230912073258404.htm,2023-12-09,4,543
Ra mắt CLB trí tuệ nhân tạo AI-BTX,/ra-mat-clb-tri-tue-nhan-tao-ai-btx-185230911211123428.htm,2023-12-09,8,799
Tăng nhiệt cuộc đua trí tuệ nhân tạo,/tang-nhiet-cuoc-dua-tri-tue-nhan-tao-185230911225145515.htm,2023-12-09,5,987
