Title,URL,Publish Date,Mentioned Times,Word Count
Giá trị vượt thời gian từ bản lĩnh của 'người tiên phong' số hóa ngành ngân hàng,/gia-tri-vuot-thoi-gian-tu-ban-linh-cua-nguoi-tien-phong-so-hoa-nganh-ngan-hang-185230918144213896.htm,2023-09-18,6,1848
Giới trẻ tiên phong thực hiện mục tiêu phát triển bền vững,/gioi-tre-tien-phong-thuc-hien-muc-tieu-phat-trien-ben-vung-185230917031405824.htm,2023-09-17,9,2067
'Mách nước' cho thanh niên cách bán hàng trực tuyến,/mach-nuoc-cho-thanh-nien-cach-ban-hang-truc-tuyen-185230916174345545.htm,2023-09-16,8,1118
Hội nghị Nghị sĩ trẻ toàn cầu lần thứ 9 đã phá vỡ nhiều kỷ lục,/hoi-nghi-nghi-si-tre-toan-cau-lan-thu-9-da-pha-vo-nhieu-ky-luc-185230916174657075.htm,2023-09-16,4,1135
Tuyên bố Hội nghị Nghị sĩ trẻ toàn cầu lần thứ 9 tại Hà Nội,/tuyen-bo-hoi-nghi-nghi-si-tre-toan-cau-lan-thu-9-tai-ha-noi-185230916144125485.htm,2023-09-16,15,3317
Thúc đẩy đổi mới sáng tạo,/thuc-day-doi-moi-sang-tao-185230915235106736.htm,2023-09-16,17,1160
'Ngọn hải đăng' trao quyền cho giới trẻ về công nghệ,/ngon-hai-dang-trao-quyen-cho-gioi-tre-ve-cong-nghe-185230915235224251.htm,2023-09-16,7,2132
"EVNGENCO1 quyết tâm hoàn thành mục tiêu, nhiệm vụ năm 2023",/evngenco1-quyet-tam-hoan-thanh-muc-tieu-nhiem-vu-nam-2023-185230915174140759.htm,2023-09-15,3,1171
Nghị sĩ nước ngoài mong muốn điều gì tại Hội nghị Nghị sĩ trẻ toàn cầu?,/nghi-si-nuoc-ngoai-mong-muon-dieu-gi-tai-hoi-nghi-nghi-si-tre-toan-cau-185230915175632911.htm,2023-09-15,6,879
Schneider Electric cải tiến các công nghệ AI để chuyển đổi số ngành năng lượng,/schneider-electric-cai-tien-cac-cong-nghe-ai-de-chuyen-doi-so-nganh-nang-luong-185230915153739268.htm,2023-09-15,3,574
Vững bước trên hành trình đổi mới sáng tạo và khởi nghiệp,/vung-buoc-tren-hanh-trinh-doi-moi-sang-tao-va-khoi-nghiep-185230915145616138.htm,2023-09-15,2,1144
Tặng smartphone cho đồng bào Cơ Tu để hỗ trợ chuyển đổi số,/tang-smartphone-cho-dong-bao-co-tu-de-ho-tro-chuyen-doi-so-185230915104903114.htm,2023-09-15,10,756
Vì sao Việt Nam vẫn thiếu hụt hàng trăm ngàn nhân lực công nghệ thông tin?,/vi-sao-viet-nam-van-thieu-hut-hang-tram-ngan-nhan-luc-cong-nghe-thong-tin-185230914155828013.htm,2023-09-14,1,673
Bí thư thứ nhất T.Ư Đoàn Bùi Quang Huy: 'Cơ hội để thanh niên đi nhanh hơn',/bi-thu-thu-nhat-tu-doan-bui-quang-huy-co-hoi-de-thanh-nien-di-nhanh-hon-185230914153842473.htm,2023-09-14,15,1468
'AI là công nghệ dẫn dắt hoạt động chuyển đổi số',/ai-la-cong-nghe-dan-dat-hoat-dong-chuyen-doi-so-185230914114928476.htm,2023-09-14,10,749
Báo Thanh Niên ký kết hợp tác với Đài Phát thanh và Truyền hình Quảng Ngãi,/bao-thanh-nien-ky-ket-hop-tac-voi-dai-phat-thanh-va-truyen-hinh-quang-ngai-185230914134022804.htm,2023-09-14,0,92
Nạn nhân cay đắng khi bị các 'siêu lừa' chiếm đoạt tiền tài khoản ngân hàng,/nan-nhan-cay-dang-khi-bi-cac-sieu-lua-chiem-doat-tien-tai-khoan-ngan-hang-185230914081041262.htm,2023-09-14,1,1317
"Số hóa di tích lịch sử, văn hóa",/so-hoa-di-tich-lich-su-van-hoa-185230913220159846.htm,2023-09-14,2,622
Bảo vệ bản quyền báo chí trên môi trường số là vấn đề cấp bách,/bao-ve-ban-quyen-bao-chi-tren-moi-truong-so-la-van-de-cap-bach-18523091315233005.htm,2023-09-13,2,1325
Hội nghị Nghị sĩ trẻ toàn cầu: Gen Z hào hứng với chủ đề chuyển đổi số,/hoi-nghi-nghi-si-tre-toan-cau-gen-z-hao-hung-voi-chu-de-chuyen-doi-so-185230911215851313.htm,2023-12-09,17,1153
Doanh nghiệp cung cấp nước khuyến khích khách hàng chuyển đổi số,/doanh-nghiep-cung-cap-nuoc-khuyen-khich-khach-hang-chuyen-doi-so-185230911114259891.htm,2023-11-09,14,530
Thúc đẩy phát triển du lịch Việt Nam bằng cách đẩy nhanh chuyển đổi số,/thuc-day-phat-trien-du-lich-viet-nam-bang-cach-day-nhanh-chuyen-doi-so-185230908080928041.htm,2023-08-09,6,716
Chuyển đổi số báo chí: Đẩy mạnh ứng dụng công nghệ mới vào báo điện tử,/chuyen-doi-so-bao-chi-day-manh-ung-dung-cong-nghe-moi-vao-bao-dien-tu-185230908012342512.htm,2023-08-09,18,938
"Tivi thông minh sẽ cài đặt, tích hợp ứng dụng VTVGo",/tivi-thong-minh-se-cai-dat-tich-hop-ung-dung-vtvgo-185230907140641019.htm,2023-07-09,3,744
Chủ tịch FPT: Chuyển đổi số đem lại hạnh phúc cho mỗi người,/chu-tich-fpt-chuyen-doi-so-dem-lai-hanh-phuc-cho-moi-nguoi-185230906164009609.htm,2023-06-09,11,818
Bain & Company mở văn phòng tại Việt Nam,/bain-company-mo-van-phong-tai-viet-nam-185230906175404254.htm,2023-06-09,1,660
"ASEAN cùng chia sẻ hợp tác, cùng nhau chiến thắng",/asean-cung-chia-se-hop-tac-cung-nhau-chien-thang-185230905002034456.htm,2023-05-09,3,2211
Việt Nam sẽ trở thành quốc gia số,/viet-nam-se-tro-thanh-quoc-gia-so-185230825155258263.htm,2023-04-09,8,1594
Ứng dụng AI để đẩy nhanh chuyển đổi số trong doanh nghiệp,/ung-dung-ai-de-day-nhanh-chuyen-doi-so-trong-doanh-nghiep-185230830154713435.htm,2023-08-30,8,569
Nhiều giải pháp thúc đẩy chuyển đổi số của người trẻ,/nhieu-giai-phap-thuc-day-chuyen-doi-so-cua-nguoi-tre-185230830012705045.htm,2023-08-30,10,904
"Thanh niên góp phần xây dựng Việt Nam - Singapore hùng cường, thịnh vượng",/thanh-nien-gop-phan-xay-dung-viet-nam-singapore-hung-cuong-thinh-vuong-185230830011630094.htm,2023-08-30,3,1937
Công ty Nhiệt điện Mông Dương đẩy mạnh chuyển đổi số,/cong-ty-nhiet-dien-mong-duong-day-manh-chuyen-doi-so-185230829150959597.htm,2023-08-29,3,336
TP.HCM đưa 'hiến kế' của người dân lên cổng thông tin Chuyển đổi số,/tphcm-dua-hien-ke-cua-nguoi-dan-len-cong-thong-tin-chuyen-doi-so-185230829123015117.htm,2023-08-29,4,610
VinBrain phát triển nền tảng AI tạo sinh thúc đẩy chuyển đổi số y tế,/vinbrain-phat-trien-nen-tang-ai-tao-sinh-thuc-day-chuyen-doi-so-y-te-185230828225654621.htm,2023-08-29,3,593
"Ngày truyền thống, nhớ Anh hùng Lao động Đặng Văn Thân, 'linh hồn' cách mạng số ngành bưu điện",/ngay-truyen-thong-nho-anh-hung-lao-dong-dang-van-than-linh-hon-cach-mang-so-nganh-buu-dien-185230827085531111.htm,2023-08-28,6,1893
Chủ đề 'Năm chuyển đổi số' đã tiếp thêm động lực cho người trẻ,/chu-de-nam-chuyen-doi-so-da-tiep-them-dong-luc-cho-nguoi-tre-185230825131315649.htm,2023-08-26,53,2665
Giải pháp bảo mật đồng hành cùng chuyển đổi số,/giai-phap-bao-mat-dong-hanh-cung-chuyen-doi-so-1852308251803457.htm,2023-08-25,6,701
"Tăng kết nối, trải nghiệm với 'Festival thanh niên tiên phong chuyển đổi số'",/tang-ket-noi-trai-nghiem-voi-festival-thanh-nien-tien-phong-chuyen-doi-so-185230825150320175.htm,2023-08-25,14,601
Chuyển đổi số - chuyến tàu không thể lỡ: Đừng để bị bỏ lại phía sau,/chuyen-doi-so-chuyen-tau-khong-the-lo-dung-de-bi-bo-lai-phia-sau-185230824214614246.htm,2023-08-25,29,1786
Đoàn Thanh niên cơ quan T.Ư Đoàn ra mắt Hệ thống rút gọn Link 263,/doan-thanh-nien-co-quan-tu-doan-ra-mat-he-thong-rut-gon-link-263-185230824145108241.htm,2023-08-24,3,1035
Ứng dụng giải pháp giám sát mạng sử dụng mã nguồn mở Zabbix,/ung-dung-giai-phap-giam-sat-mang-su-dung-ma-nguon-mo-zabbix-185230824083834641.htm,2023-08-24,2,1166
Doanh nghiệp Việt giới thiệu giải pháp chuyển đổi số tại diễn đàn quốc tế,/doanh-nghiep-viet-gioi-thieu-giai-phap-chuyen-doi-so-tai-dien-dan-quoc-te-185230823170126785.htm,2023-08-24,5,960
Chuyển đổi số - chuyến tàu không thể lỡ: Sinh viên y lập công ty công nghệ,/sinh-vien-y-thanh-lap-cong-ty-cong-nghe-185230823132106122.htm,2023-08-24,7,1578
"Phó thủ tướng Trần Hồng Hà: Chậm chuyển đổi xanh sẽ đối mặt rào cản, thách thức",/pho-thu-tuong-tran-hong-ha-cham-chuyen-doi-xanh-se-doi-mat-rao-can-thach-thuc-185230823200347044.htm,2023-08-23,4,1051
Chuyển đổi số - chuyến tàu không thể lỡ: Đưa sản vật quê nhà phát triển nhờ nền tảng số,/dua-san-vat-que-nha-phat-trien-nho-nen-tang-so-185230822194430617.htm,2023-08-23,14,1567
T.Ư Đoàn ký kết hợp tác với Ngân hàng BIDV giai đoạn 2023 - 2025,/tu-doan-ky-ket-hop-tac-voi-ngan-hang-bidv-giai-doan-2023-2025-185230822170219003.htm,2023-08-22,6,1069
"Chuyển đổi số - chuyến tàu không thể lỡ: Công việc hiệu quả, năng suất tăng cao",/chuyen-doi-so-chuyen-tau-khong-the-lo-cong-viec-hieu-qua-nang-suat-tang-cao-185230821194617848.htm,2023-08-22,26,1506
Chuyển đổi số tại EVNSPC: Tăng hiệu quả kinh doanh và chất lượng dịch vụ,/chuyen-doi-so-tai-evnspc-tang-hieu-qua-kinh-doanh-va-chat-luong-dich-vu-185230820191053691.htm,2023-08-21,8,976
"Chuyển đổi số - Chuyến tàu không thể lỡ: Sẽ tụt hậu rất nhanh, nếu…",/chuyen-doi-so-chuyen-tau-khong-the-lo-se-tut-hau-rat-nhanh-neu-185230820165517539.htm,2023-08-21,39,1910
Nhiều hàng quán đã áp dụng cách này làm cho khách hàng thích thú...,/nhieu-hang-quan-da-ap-dung-cach-nay-lam-cho-khach-hang-thich-thu-185230819113549974.htm,2023-08-20,3,1005
GS Ngô Bảo Châu: ‘Hãy để con trẻ phát huy khả năng một cách tự nhiên’,/gs-ngo-bao-chau-hay-de-con-tre-phat-huy-kha-nang-mot-cach-tu-nhien-185230818152912537.htm,2023-08-18,11,1278
'Chuyển đổi số không có nghĩa ngay lập tức phải đầu tư một số tiền lớn',/chuyen-doi-so-khong-co-nghia-ngay-lap-tuc-phai-dau-tu-mot-so-tien-lon-185230818083658775.htm,2023-08-18,8,702
Siemens cam kết tiếp tục hỗ trợ Việt Nam,/siemens-cam-ket-tiep-tuc-ho-tro-viet-nam-185230817150338836.htm,2023-08-17,3,902
'Tòa soạn số' trở thành xu thế tất yếu của các cơ quan báo chí,/toa-soan-so-tro-thanh-xu-the-tat-yeu-cua-cac-co-quan-bao-chi-185230817161508021.htm,2023-08-17,7,926
Ký kết hợp tác về chuyển đổi số thị xã Ninh Hòa,/ky-ket-hop-tac-ve-chuyen-doi-so-thi-xa-ninh-hoa-185230817113430167.htm,2023-08-17,18,1006
